,id,name symptom,other name,link,acronym,,,,,
1720,1721,Abnormal oral frenulum morphology,Acrofacial dysostosis of Weyers, Curry Hall syndrome,https://hpo.jax.org/app/browse/term/HP:0000190,,,,,
1721,1722,Conical tooth,Acrofacial dysostosis of Weyers, Curry Hall syndrome,https://hpo.jax.org/app/browse/term/HP:0000698,,,,,
1722,1723,Hypoplastic toenails,Acrofacial dysostosis of Weyers, Curry Hall syndrome,https://hpo.jax.org/app/browse/term/HP:0001800,,,,,
1723,1724,Single median maxillary incisor,Acrofacial dysostosis of Weyers, Curry Hall syndrome,https://hpo.jax.org/app/browse/term/HP:0006315,,,,,
1724,1725,Overlapping fingers,Acrofacial dysostosis of Weyers, Curry Hall syndrome,https://hpo.jax.org/app/browse/term/HP:0010557,,,,,
1725,1726,Prominent antihelix,Acrofacial dysostosis of Weyers, Curry Hall syndrome,https://hpo.jax.org/app/browse/term/HP:0000395,,,,,
1726,1727,Short 4th metacarpal,Palagonia type of acrofacial dysostosis, Palagonia form of AFD, PAFD,,https://hpo.jax.org/app/browse/term/HP:0010044,,,
1727,1728,Sparse lateral eyebrow,Palagonia type of acrofacial dysostosis, Palagonia form of AFD, PAFD,,https://hpo.jax.org/app/browse/term/HP:0005338,,,
1728,1729,Thin eyebrow,Palagonia type of acrofacial dysostosis, Palagonia form of AFD, PAFD,,https://hpo.jax.org/app/browse/term/HP:0045074,,,
1729,1730,Pili torti,Palagonia type of acrofacial dysostosis, Palagonia form of AFD, PAFD,,https://hpo.jax.org/app/browse/term/HP:0003777,,,
1730,1731,Unilateral cleft lip,Palagonia type of acrofacial dysostosis, Palagonia form of AFD, PAFD,,https://hpo.jax.org/app/browse/term/HP:0100333,,,
1731,1732,Abnormal vertebral morphology,Palagonia type of acrofacial dysostosis, Palagonia form of AFD, PAFD,,https://hpo.jax.org/app/browse/term/HP:0003468,,,
1732,1733,Aplasia cutis congenita,Palagonia type of acrofacial dysostosis, Palagonia form of AFD, PAFD,,https://hpo.jax.org/app/browse/term/HP:0001057,,,
1733,1734,Sparse eyebrow,Palagonia type of acrofacial dysostosis, Palagonia form of AFD, PAFD,,https://hpo.jax.org/app/browse/term/HP:0045075,,,
1734,1735,Spina bifida occulta at S1,Palagonia type of acrofacial dysostosis, Palagonia form of AFD, PAFD,,https://hpo.jax.org/app/browse/term/HP:0004614,,,
1735,1736,Arrhinencephaly,Rodriguez lethal acrofacial dysostosis syndrome,https://hpo.jax.org/app/browse/term/HP:0002139,,,,,,
1736,1737,11 pairs of ribs,Rodriguez lethal acrofacial dysostosis syndrome,https://hpo.jax.org/app/browse/term/HP:0000878,,,,,,
1737,1738,Deep-set nails,Rodriguez lethal acrofacial dysostosis syndrome,https://hpo.jax.org/app/browse/term/HP:0001814,,,,,,
1738,1739,Oligodactyly,Rodriguez lethal acrofacial dysostosis syndrome,https://hpo.jax.org/app/browse/term/HP:0012165,,,,,,
1739,1740,Epispadias,"Hypertelorism hypospadias polysyndactyly syndrome; Acrofrontofacionasal dysostosis, severe; AFFN dysostosis 2;",https://hpo.jax.org/app/browse/term/HP:0000039,,,,,,
1740,1741,Flat occiput,"Hypertelorism hypospadias polysyndactyly syndrome; Acrofrontofacionasal dysostosis, severe; AFFN dysostosis 2;",https://hpo.jax.org/app/browse/term/HP:0005469,,,,,,
1741,1742,Broad hallux phalanx,"Hypertelorism hypospadias polysyndactyly syndrome; Acrofrontofacionasal dysostosis, severe; AFFN dysostosis 2;",https://hpo.jax.org/app/browse/term/HP:0010059,,,,,,
1742,1743,Encephalocele,"Hypertelorism hypospadias polysyndactyly syndrome; Acrofrontofacionasal dysostosis, severe; AFFN dysostosis 2;",https://hpo.jax.org/app/browse/term/HP:0002084,,,,,,
1743,1744,Exencephaly,"Hypertelorism hypospadias polysyndactyly syndrome; Acrofrontofacionasal dysostosis, severe; AFFN dysostosis 2;",https://hpo.jax.org/app/browse/term/HP:0030769,,,,,,
1744,1745,Macrogyria,"Hypertelorism hypospadias polysyndactyly syndrome; Acrofrontofacionasal dysostosis, severe; AFFN dysostosis 2;",https://hpo.jax.org/app/browse/term/HP:0007227,,,,,,
1745,1746,Pachygyria,"Hypertelorism hypospadias polysyndactyly syndrome; Acrofrontofacionasal dysostosis, severe; AFFN dysostosis 2;",https://hpo.jax.org/app/browse/term/HP:0001302,,,,,,
1746,1747,Hand polydactyly,"Hypertelorism hypospadias polysyndactyly syndrome; Acrofrontofacionasal dysostosis, severe; AFFN dysostosis 2;",https://hpo.jax.org/app/browse/term/HP:0001161,,,,,,
1747,1748,Redundant neck skin,"Hypertelorism hypospadias polysyndactyly syndrome; Acrofrontofacionasal dysostosis, severe; AFFN dysostosis 2;",https://hpo.jax.org/app/browse/term/HP:0005989,,,,,,
1748,1749,Irregular hyperpigmentation,Metageria, Acrometageria, Familial acrogeria,,https://hpo.jax.org/app/browse/term/HP:0007400,,,
1749,1750,Telangiectasia of the skin,Metageria, Acrometageria, Familial acrogeria,,https://hpo.jax.org/app/browse/term/HP:0100585,,,
1750,1751,Acrokeratosis,"Collagenous plaques of hand and feet; AKE; Palmoplantar keratoderma, punctate type 3",https://hpo.jax.org/app/browse/term/HP:0200016,,,,,,
1751,1752,Hyperkeratosis,"Collagenous plaques of hand and feet; AKE; Palmoplantar keratoderma, punctate type 3",https://hpo.jax.org/app/browse/term/HP:0000962,,,,,,
1752,1753,Subcutaneous nodule,"Collagenous plaques of hand and feet; AKE; Palmoplantar keratoderma, punctate type 3",https://hpo.jax.org/app/browse/term/HP:0001482,,,,,,
1753,1754,Verrucae,"Collagenous plaques of hand and feet; AKE; Palmoplantar keratoderma, punctate type 3",https://hpo.jax.org/app/browse/term/HP:0200043,,,,,,
1754,1755,Cutis gyrata of scalp,Rosenthal-Kloepfer syndrome,https://hpo.jax.org/app/browse/term/HP:0010541,,,,,,
1755,1756,Large hands,Rosenthal-Kloepfer syndrome,https://hpo.jax.org/app/browse/term/HP:0001176,,,,,,
1756,1757,Long foot,Rosenthal-Kloepfer syndrome,https://hpo.jax.org/app/browse/term/HP:0001833,,,,,,
1757,1758,Periostosis,Rosenthal-Kloepfer syndrome,https://hpo.jax.org/app/browse/term/HP:0030314,,,,,,
1758,1759,Soft skin,Rosenthal-Kloepfer syndrome,https://hpo.jax.org/app/browse/term/HP:0000977,,,,,,
1759,1760,Thick lower lip vermilion,AFA syndrome, Thick lips and oral mucosa,https://hpo.jax.org/app/browse/term/HP:0000179,,,,,
1760,1761,Thick nasal alae,AFA syndrome, Thick lips and oral mucosa,https://hpo.jax.org/app/browse/term/HP:0009928,,,,,
1761,1762,Highly arched eyebrow,AFA syndrome, Thick lips and oral mucosa,https://hpo.jax.org/app/browse/term/HP:0002553,,,,,
1762,1763,Thick eyebrow,AFA syndrome, Thick lips and oral mucosa,https://hpo.jax.org/app/browse/term/HP:0000574,,,,,
1763,1764,Large for gestational age,AFA syndrome, Thick lips and oral mucosa,https://hpo.jax.org/app/browse/term/HP:0001520,,,,,
1764,1765,Cortical diaphyseal thickening of the upper limbs,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0003859,,,,
1765,1766,Deep palmar crease,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0006191,,,,
1766,1767,Deep plantar creases,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0001869,,,,
1767,1768,Growth hormone excess,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0000845,,,,
1768,1769,Long penis,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0000040,,,,
1769,1770,Macrodactyly,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0004099,,,,
1770,1771,Pituitary growth hormone cell adenoma,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0011760,,,,
1771,1772,Broad jaw,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0012802,,,,
1772,1773,Dysmenorrhea,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0100607,,,,
1773,1774,Widely spaced teeth,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0000687,,,,
1774,1775,Galactorrhea,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0100829,,,,
1775,1776,Hypersomnia,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0100786,,,,
1776,1777,Impotence,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0000802,,,,
1777,1778,Pituitary prolactin cell adenoma,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0006767,,,,
1778,1779,Wide penis,Somatotroph adenoma, Growth hormone excess, Pituitary giant,https://hpo.jax.org/app/browse/term/HP:0030265,,,,
1779,1780,Abnormality of the glabella,AFND,https://hpo.jax.org/app/browse/term/HP:0002056,,,,,,
1780,1781,Bifid nasal tip,AFND,https://hpo.jax.org/app/browse/term/HP:0000456,,,,,,
1781,1782,Bifid nose,AFND,https://hpo.jax.org/app/browse/term/HP:0011803,,,,,,
1782,1783,Median cleft palate,AFND,https://hpo.jax.org/app/browse/term/HP:0009099,,,,,,
1783,1784,Midline central nervous system lipomas,AFND,https://hpo.jax.org/app/browse/term/HP:0006866,,,,,,
1784,1785,Hypoplasia of the olfactory bulb,AFND,https://hpo.jax.org/app/browse/term/HP:0040326,,,,,,
1785,1786,Median cleft lip,AFND,https://hpo.jax.org/app/browse/term/HP:0000161,,,,,,
1786,1787,Anterior pituitary hypoplasia,AFND,https://hpo.jax.org/app/browse/term/HP:0010627,,,,,,
1787,1788,Hypopituitarism,AFND,https://hpo.jax.org/app/browse/term/HP:0040075,,,,,,
1788,1789,Large sella turcica,AFND,https://hpo.jax.org/app/browse/term/HP:0002690,,,,,,
1789,1790,Retrocerebellar cyst,AFND,https://hpo.jax.org/app/browse/term/HP:0006951,,,,,,
1790,1791,U-Shaped upper lip vermilion,AFND,https://hpo.jax.org/app/browse/term/HP:0010806,,,,,,
1791,1792,Vertical clivus,AFND,https://hpo.jax.org/app/browse/term/HP:0010559,,,,,,
1792,1793,Dermoid cyst,AFND,https://hpo.jax.org/app/browse/term/HP:0025247,,,,,,
1793,1794,Hypoplasia of the corpus callosum,AFND,https://hpo.jax.org/app/browse/term/HP:0002079,,,,,,
1794,1795,Lipoma,AFND,https://hpo.jax.org/app/browse/term/HP:0012032,,,,,,
1795,1796,Midline defect of the nose,AFND,https://hpo.jax.org/app/browse/term/HP:0004122,,,,,,
1796,1797,Onychogryposis,AFND,https://hpo.jax.org/app/browse/term/HP:0001805,,,,,,
1797,1798,Periventricular nodular heterotopia,AFND,https://hpo.jax.org/app/browse/term/HP:0032388,,,,,,
1798,1799,Beaking of vertebral bodies,AMDM, Acromesomelic dwarfism Maroteux type,https://hpo.jax.org/app/browse/term/HP:0004568,,,,,
1799,1800,Vertebral wedging,AMDM, Acromesomelic dwarfism Maroteux type,https://hpo.jax.org/app/browse/term/HP:0008422,,,,,
1800,1801,Broad finger,AMDM, Acromesomelic dwarfism Maroteux type,https://hpo.jax.org/app/browse/term/HP:0001500,,,,,
1801,1802,Broad metacarpals,AMDM, Acromesomelic dwarfism Maroteux type,https://hpo.jax.org/app/browse/term/HP:0001230,,,,,
1802,1803,Broad metatarsal,AMDM, Acromesomelic dwarfism Maroteux type,https://hpo.jax.org/app/browse/term/HP:0001783,,,,,
1803,1804,Broad phalanx,AMDM, Acromesomelic dwarfism Maroteux type,https://hpo.jax.org/app/browse/term/HP:0006009,,,,,
1804,1805,Lower thoracic kyphosis,AMDM, Acromesomelic dwarfism Maroteux type,https://hpo.jax.org/app/browse/term/HP:0004633,,,,,
1805,1806,Redundant skin on fingers,AMDM, Acromesomelic dwarfism Maroteux type,https://hpo.jax.org/app/browse/term/HP:0007516,,,,,
1806,1807,Short nail,AMDM, Acromesomelic dwarfism Maroteux type,https://hpo.jax.org/app/browse/term/HP:0001799,,,,,
1807,1808,Thoracolumbar interpediculate narrowness,AMDM, Acromesomelic dwarfism Maroteux type,https://hpo.jax.org/app/browse/term/HP:0008484,,,,,
1808,1809,Abnormality of the ankles,,https://hpo.jax.org/app/browse/term/HP:0003028,,,,,,
1809,1810,Severe short-limb dwarfism,,https://hpo.jax.org/app/browse/term/HP:0008890,,,,,,
1810,1811,Abnormally shaped carpal bones,,https://hpo.jax.org/app/browse/term/HP:0006014,,,,,,
1811,1812,Cuboidal metacarpal,,https://hpo.jax.org/app/browse/term/HP:0006011,,,,,,
1812,1813,Distal femoral bowing,,https://hpo.jax.org/app/browse/term/HP:0005096,,,,,,
1813,1814,Shortening of all proximal phalanges of the fingers,,https://hpo.jax.org/app/browse/term/HP:0006144,,,,,,
1814,1815,Decreased nerve conduction velocity,Acromicric skeletal dysplasia,https://hpo.jax.org/app/browse/term/HP:0000762,,,,,,
1815,1816,Abnormality of femur morphology,Acromicric skeletal dysplasia,https://hpo.jax.org/app/browse/term/HP:0002823,,,,,,
1816,1817,Fifth metacarpal with ulnar notch,Acromicric skeletal dysplasia,https://hpo.jax.org/app/browse/term/HP:0005900,,,,,,
1817,1818,Deep philtrum,Acromicric skeletal dysplasia,https://hpo.jax.org/app/browse/term/HP:0002002,,,,,,
1818,1819,Partial absence of toe,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0011305,,,
1819,1820,Periodontitis,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0000704,,,
1820,1821,Absent frontal sinuses,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0002688,,,
1821,1822,Biconcave vertebral bodies,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0004586,,,
1822,1823,Hypoplastic 5th lumbar vertebrae,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0008424,,,
1823,1824,Platybasia,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0002691,,,
1824,1825,Coarse metaphyseal trabecularization,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0100670,,,
1825,1826,Basilar impression,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0005758,,,
1826,1827,Cervical instability,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0008462,,,
1827,1828,Crowded carpal bones,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0006180,,,
1828,1829,Elongated sella turcica,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0005463,,,
1829,1830,Foot acroosteolysis,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0001842,,,
1830,1831,Osteolytic defects of the phalanges of the hand,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0009771,,,
1831,1832,Premature loss of teeth,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0006480,,,
1832,1833,Renal cyst,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0000107,,,
1833,1834,Tall lumbar vertebral bodies,Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome,,https://hpo.jax.org/app/browse/term/HP:0008421,,,
1834,1835,Astigmatism,Hozay’s syndrome, Acro-osteolysis-facial dysplasia syndrome,https://hpo.jax.org/app/browse/term/HP:0000483,,,,,
1835,1836,Distal ulnar hypoplasia,Hozay’s syndrome, Acro-osteolysis-facial dysplasia syndrome,https://hpo.jax.org/app/browse/term/HP:0005033,,,,,
1836,1837,Misalignment of teeth,Hozay’s syndrome, Acro-osteolysis-facial dysplasia syndrome,https://hpo.jax.org/app/browse/term/HP:0000692,,,,,
1837,1838,Increased thyroid-stimulating hormone level,"Prematurely aged appearance, delayed bone maturation,  acro-osteolysis, and brachydactyly; Premature aging syndrome Penttinen type; Premature aging syndrome, Penttinen type;",https://hpo.jax.org/app/browse/term/HP:0002925,,,,,,
1838,1839,Slender long bone,"Prematurely aged appearance, delayed bone maturation,  acro-osteolysis, and brachydactyly; Premature aging syndrome Penttinen type; Premature aging syndrome, Penttinen type;",https://hpo.jax.org/app/browse/term/HP:0003100,,,,,,
1839,1840,Thin calvarium,"Prematurely aged appearance, delayed bone maturation,  acro-osteolysis, and brachydactyly; Premature aging syndrome Penttinen type; Premature aging syndrome, Penttinen type;",https://hpo.jax.org/app/browse/term/HP:0010539,,,,,,
1840,1841,Capitate-hamate fusion,ACRPV, F syndrome, Acropectorovertebral dysplasia,https://hpo.jax.org/app/browse/term/HP:0001241,,,,
1841,1842,Radial deviation of the 2nd finger,ACRPV, F syndrome, Acropectorovertebral dysplasia,https://hpo.jax.org/app/browse/term/HP:0009467,,,,
1842,1843,Spina bifida occulta at L5,ACRPV, F syndrome, Acropectorovertebral dysplasia,https://hpo.jax.org/app/browse/term/HP:0004601,,,,
1843,1844,Rudimentary fibula,Acro-renal-uterine-mandibular syndrome, Split hand split foot mandibular hypoplasia,https://hpo.jax.org/app/browse/term/HP:0006381,,,,,
1844,1845,Thin ribs,Acro-renal-uterine-mandibular syndrome, Split hand split foot mandibular hypoplasia,https://hpo.jax.org/app/browse/term/HP:0000883,,,,,
1845,1846,Uterus didelphys,Acro-renal-uterine-mandibular syndrome, Split hand split foot mandibular hypoplasia,https://hpo.jax.org/app/browse/term/HP:0003762,,,,,
1846,1847,Butterfly vertebrae,Acro-renal-uterine-mandibular syndrome, Split hand split foot mandibular hypoplasia,https://hpo.jax.org/app/browse/term/HP:0003316,,,,,
1847,1848,Narrow face,Acro-renal-uterine-mandibular syndrome, Split hand split foot mandibular hypoplasia,https://hpo.jax.org/app/browse/term/HP:0000275,,,,,
1848,1849,Abnormal sacral segmentation,Acro-renal-uterine-mandibular syndrome, Split hand split foot mandibular hypoplasia,https://hpo.jax.org/app/browse/term/HP:0008468,,,,,
1849,1850,Abnormality of the breast,Acro-renal-uterine-mandibular syndrome, Split hand split foot mandibular hypoplasia,https://hpo.jax.org/app/browse/term/HP:0000769,,,,,
1850,1851,Abnormality of the cardiovascular system,Acro-renal-uterine-mandibular syndrome, Split hand split foot mandibular hypoplasia,https://hpo.jax.org/app/browse/term/HP:0001626,,,,,
1851,1852,Aplasia of the bladder,Acro-renal-uterine-mandibular syndrome, Split hand split foot mandibular hypoplasia,https://hpo.jax.org/app/browse/term/HP:0010477,,,,,
1852,1853,Polycystic kidney dysplasia,Acro-renal-uterine-mandibular syndrome, Split hand split foot mandibular hypoplasia,https://hpo.jax.org/app/browse/term/HP:0000113,,,,,
1853,1854,Scaphocephaly,Acro-renal-uterine-mandibular syndrome, Split hand split foot mandibular hypoplasia,https://hpo.jax.org/app/browse/term/HP:0030799,,,,,
1854,1855,Unicornuate uterus,Acro-renal-uterine-mandibular syndrome, Split hand split foot mandibular hypoplasia,https://hpo.jax.org/app/browse/term/HP:0031909,,,,,
1855,1856,Decreased numbers of nephrons,Acrorenal syndrome autosomal recessive, Curran syndrome,https://hpo.jax.org/app/browse/term/HP:0005563,,,,,
1856,1857,Renal hypoplasia,Acrorenal syndrome autosomal recessive, Curran syndrome,https://hpo.jax.org/app/browse/term/HP:0000089,,,,,
1857,1858,Slit-like opening of the exterior auditory meatus,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0008588,,,
1858,1859,Anal stenosis,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0002025,,,
1859,1860,Crossed fused renal ectopia,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0004736,,,
1860,1861,Impaired convergence,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0000619,,,
1861,1862,Impaired ocular abduction,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0000634,,,
1862,1863,Impaired ocular adduction,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0000542,,,
1863,1864,Optic disc hypoplasia,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0007766,,,
1864,1865,Palpebral fissure narrowing on adduction,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0000661,,,
1865,1866,Pectoralis hypoplasia,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0008998,,,
1866,1867,Radial deviation of the hand,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0009486,,,
1867,1868,Renal malrotation,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0004712,,,
1868,1869,Retinal coloboma,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0000480,,,
1869,1870,Sandal gap,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0001852,,,
1870,1871,Small thenar eminence,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0001245,,,
1871,1872,Upper limb muscle hypoplasia,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0009016,,,
1872,1873,Vascular dilatation,Okihiro syndrome, DR syndrome, Duane anomaly with radial abnormalities and deafness,,https://hpo.jax.org/app/browse/term/HP:0002617,,,
1873,1874,X-linked dominant inheritance,,https://hpo.jax.org/app/browse/term/HP:0001423,,,,,,
1874,1875,Adrenocorticotropin deficient adrenal insufficiency,"Isolated Adrenocorticotropic hormone deficiency; Congenital isolated ACTH deficiency; ACTH deficiency, isolated",https://hpo.jax.org/app/browse/term/HP:0011735,,,,,,
1875,1876,Neonatal hypoglycemia,"Isolated Adrenocorticotropic hormone deficiency; Congenital isolated ACTH deficiency; ACTH deficiency, isolated",https://hpo.jax.org/app/browse/term/HP:0001998,,,,,,
1876,1877,Adrenal hypoplasia,"Isolated Adrenocorticotropic hormone deficiency; Congenital isolated ACTH deficiency; ACTH deficiency, isolated",https://hpo.jax.org/app/browse/term/HP:0000835,,,,,,
1877,1878,Hyponatremia,"Isolated Adrenocorticotropic hormone deficiency; Congenital isolated ACTH deficiency; ACTH deficiency, isolated",https://hpo.jax.org/app/browse/term/HP:0002902,,,,,,
1878,1879,Hypoglycemic seizures,"Isolated Adrenocorticotropic hormone deficiency; Congenital isolated ACTH deficiency; ACTH deficiency, isolated",https://hpo.jax.org/app/browse/term/HP:0002173,,,,,,
1879,1880,Prolonged neonatal jaundice,"Isolated Adrenocorticotropic hormone deficiency; Congenital isolated ACTH deficiency; ACTH deficiency, isolated",https://hpo.jax.org/app/browse/term/HP:0006579,,,,,,
1880,1881,Fasting hypoglycemia,"Isolated Adrenocorticotropic hormone deficiency; Congenital isolated ACTH deficiency; ACTH deficiency, isolated",https://hpo.jax.org/app/browse/term/HP:0003162,,,,,,
1881,1882,Abnormality of circulating adrenocorticotropin level,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0011043,,,,,,
1882,1883,Decreased circulating dehydroepiandrosterone level,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0031214,,,,,,
1883,1884,Impaired cortisol response to insulin stimulation test,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0031076,,,,,,
1884,1885,Chronic fatigue,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0012432,,,,,,
1885,1886,Episodic abdominal pain,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0002574,,,,,,
1886,1887,Hyperkalemia,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0002153,,,,,,
1887,1888,Hypernatriuria,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0012605,,,,,,
1888,1889,Renal salt wasting,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0000127,,,,,,
1889,1890,Testicular adrenal rest tumor,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0025451,,,,,,
1890,1891,Azoospermia,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0000027,,,,,,
1891,1892,Hypoglycemic coma,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0001325,,,,,,
1892,1893,Leydig cell neoplasia,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0100618,,,,,,
1893,1894,Increased circulating ACTH level,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0003154,,,,,,
1894,1895,Recurrent hypoglycemia,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0001988,,,,,,
1895,1896,Recurrent infections,ACTH resistance,https://hpo.jax.org/app/browse/term/HP:0002719,,,,,,
1896,1897,Macronodular adrenal hyperplasia,AIMAH, Massive macronodular adrenocortical disease, MMAD,,https://hpo.jax.org/app/browse/term/HP:0008231,,,
1897,1898,Truncal obesity,AIMAH, Massive macronodular adrenocortical disease, MMAD,,https://hpo.jax.org/app/browse/term/HP:0001956,,,
1898,1899,Menometrorrhagia,AIMAH, Massive macronodular adrenocortical disease, MMAD,,https://hpo.jax.org/app/browse/term/HP:0400008,,,
1899,1900,Agitation,AIMAH, Massive macronodular adrenocortical disease, MMAD,,https://hpo.jax.org/app/browse/term/HP:0000713,,,
1900,1901,Decreased circulating ACTH level,AIMAH, Massive macronodular adrenocortical disease, MMAD,,https://hpo.jax.org/app/browse/term/HP:0002920,,,
1901,1902,Primary hypercortisolism,AIMAH, Massive macronodular adrenocortical disease, MMAD,,https://hpo.jax.org/app/browse/term/HP:0001579,,,
1902,1903,Somatic mutation,AIMAH, Massive macronodular adrenocortical disease, MMAD,,https://hpo.jax.org/app/browse/term/HP:0001428,,,
1903,1904,Adrenal hyperplasia,Corticotroph pituitary adenoma, Pituitary corticotroph micro-adenoma, Pituitary dependent Cushing syndrome,,https://hpo.jax.org/app/browse/term/HP:0008221,,,
